Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      1152082     44556705          32 3.09658E+06 1392397046 .TAU application
 80.4         1229     35843158          32      127663 1120098694 Driver_Main
 77.4       126687     34482735         288 9.12834E+06  119731719 Mesh::Initialize
  0.0        0.010        0.010     0.03125           0        311 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f18] [device=0]
  0.0        0.010        0.010     0.03125           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f24] [device=0]
  0.0        0.010        0.010     0.03125           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f25] [device=0]
  0.0        0.010        0.010     0.03125           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f5] [device=0]
  0.0        0.010        0.010     0.03125           0        309 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f107] [device=0]
  0.0        0.010        0.010     0.03125           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f27] [device=0]
  0.0        0.010        0.010     0.03125           0        307 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f0] [device=0]
  0.0        0.010        0.010     0.03125           0        307 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f19] [device=0]
  0.0        0.010        0.010     0.03125           0        306 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f103] [device=0]
  0.0        0.010        0.010     0.03125           0        306 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f105] [device=0]
  0.0        0.010        0.010     0.03125           0        306 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same144] [device=0]
  0.0        0.010        0.010     0.03125           0        306 Kokkos::parallel_for Kokkos::View::initialization [recvbuf145] [device=0]
  0.0        0.010        0.010     0.03125           0        306 Kokkos::parallel_for Kokkos::View::initialization [recvbuf146] [device=0]
  0.0        0.010        0.010     0.03125           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f112] [device=0]
  0.0        0.010        0.010     0.03125           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f15] [device=0]
  0.0        0.010        0.010     0.03125           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f3] [device=0]
  0.0        0.010        0.010     0.03125           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same145] [device=0]
  0.0        0.009        0.009     0.03125           0        304 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f17] [device=0]
  0.0        0.009        0.009     0.03125           0        303 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f102] [device=0]
  0.0        0.009        0.009     0.03125           0        303 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f110] [device=0]
  0.0        0.009        0.009     0.03125           0        302 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f109] [device=0]
  0.0        0.009        0.009     0.03125           0        301 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f14] [device=0]
  0.0        0.009        0.009     0.03125           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f106] [device=0]
  0.0        0.009        0.009     0.03125           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f108] [device=0]
  0.0        0.009        0.009     0.03125           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same146] [device=0]
  0.0        0.009        0.009     0.03125           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f124] [device=0]
  0.0        0.009        0.009     0.03125           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f126] [device=0]
  0.0        0.009        0.009     0.03125           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f127] [device=0]
  0.0        0.009        0.009     0.03125           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf144] [device=0]
  0.0        0.009        0.009     0.03125           0        293 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f122] [device=0]
  0.0        0.009        0.009     0.03125           0        293 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f123] [device=0]
  0.0        0.009        0.009     0.03125           0        289 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f121] [device=0]
  0.0        0.009        0.009     0.03125           0        289 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f125] [device=0]
  0.0        0.009        0.009      0.0625           0        138 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f61] [device=0]
  0.0        0.009        0.009      0.0625           0        137 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f66] [device=0]
  0.0        0.009        0.009           1           0          9 MPI_Type_free_keyval()
  0.0        0.009        0.009      0.0625           0        136 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f60] [device=0]
  0.0        0.008        0.008      0.0625           0        134 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f57] [device=0]
  0.0        0.008        0.008      0.0625           0        134 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f59] [device=0]
  0.0        0.008        0.008      0.0625           0        132 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f58] [device=0]
  0.0        0.008        0.008      0.0625           0        130 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f62] [device=0]
  0.0        0.008        0.008      0.0625           0        129 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f67] [device=0]
  0.0        0.008        0.008      0.0625           0        128 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f55] [device=0]
  0.0        0.008        0.008      0.0625           0        125 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f70] [device=0]
  0.0        0.008        0.008      0.0625           0        124 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f69] [device=0]
  0.0        0.008        0.008      0.0625           0        124 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f68] [device=0]
  0.0        0.008        0.008      0.0625           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f72] [device=0]
  0.0        0.008        0.008      0.0625           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f51] [device=0]
  0.0        0.008        0.008      0.0625           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f49] [device=0]
  0.0        0.007        0.007      0.0625           0        120 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f50] [device=0]
  0.0        0.007        0.007      0.0625           0        118 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f71] [device=0]
  0.0        0.007        0.007     0.03125           0        229 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f20] [device=0]
  0.0        0.007        0.007     0.03125           0        222 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f118] [device=0]
  0.0        0.007        0.007     0.03125           0        222 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f4] [device=0]
  0.0        0.007        0.007     0.03125           0        216 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f85] [device=0]
  0.0        0.007        0.007     0.03125           0        213 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f104] [device=0]
  0.0        0.007        0.007     0.03125           0        210 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f46] [device=0]
  0.0        0.006        0.006     0.03125           0        206 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f45] [device=0]
  0.0        0.005        0.005     0.03125           0        161 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f38] [device=0]
  0.0        0.005        0.005      0.0625           0         80 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f53] [device=0]
  0.0        0.005        0.005     0.03125           0        159 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f32] [device=0]
  0.0        0.005        0.005      0.0625           0         78 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f54] [device=0]
  0.0        0.005        0.005      0.0625           0         76 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f52] [device=0]
  0.0        0.005        0.005     0.03125           0        147 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f16] [device=0]
  0.0        0.004        0.004     0.03125           0        142 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f88] [device=0]
  0.0        0.004        0.004     0.03125           0        140 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f90] [device=0]
  0.0        0.004        0.004     0.03125           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f56] [device=0]
  0.0        0.004        0.004     0.03125           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f65] [device=0]
  0.0        0.004        0.004     0.03125           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f87] [device=0]
  0.0        0.004        0.004     0.03125           0        132 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f1] [device=0]
  0.0        0.004        0.004     0.03125           0        131 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f28] [device=0]
  0.0        0.004        0.004     0.03125           0        130 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f89] [device=0]
